Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
221,-0.5,0.5,0,1,0,0,6,6,6,3,5,3,5,3,5.17,2,6,2,6,2,6,6,3,5,4,5.14,7,7,7,7,7,7.00,5,5,6,5.33,3,3,6,2,3,2.75,2,6,6,4,4,1,4.20,6,2,6,6,6,6,6.00,2,2,2,6,2,2.00,6,6,6,6.00,3,Computer Technician,0,1992,24,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,Thanks,Determine if we are prejudiced or Implicit Bias  towards groups different than ours,2
222,-0.5,0.5,0,1,0,0,5,4,5,3,5,5,3,6,4.67,5,3,6,2,5,3,7,7,7,7,5.14,3,4,5,5,6,4.60,4,5,3,4.00,5,6,7,1,5,4.25,2,7,5,6,5,3,5.20,6,5,3,7,5,6,5.40,5,4,4,6,2,3.75,7,7,6,6.67,3,Student,0,1998,18,1,-0.50,1,0,0,0,0,0,,0.50,2,5,3.00,2.50,1,,1,0,no.,To see how people feel about ageism with doctors,2
223,-0.5,0.5,0,1,0,0,5,5,5,6,2,1,7,7,5.17,2,6,2,6,2,6,6,6,6,6,6.00,5,5,5,1,1,3.40,1,1,2,1.33,6,6,5,3,4,4.75,1,1,1,1,1,1,1.00,7,1,7,1,7,1,4.60,5,7,6,6,2,5.00,6,6,4,5.33,3,patient advocate,1,1986,30,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,unsure,2
224,-0.5,0.5,0,1,0,0,7,7,5,5,3,6,2,5,4.83,6,2,6,2,7,1,7,6,7,4,4.14,7,6,4,5,6,5.60,7,6,6,6.33,5,5,6,2,7,4.75,7,6,6,5,7,6,6.00,7,6,2,5,7,4,5.00,6,7,6,6,2,5.25,6,7,6,6.33,4,cell phone sales,0,1989,27,1,-0.50,1,0,0,0,0,0,,0.50,6,1,7.00,6.50,2,,1,0,fun and interesting!,I dont know,2
225,-0.5,0.5,0,1,0,0,5,6,6,3,5,3,5,6,5.50,3,5,3,5,3,5,7,7,7,7,6.14,7,7,7,7,3,6.20,5,6,6,5.67,5,5,5,3,3,4.00,3,4,3,3,3,3,3.20,6,2,6,6,5,6,5.80,1,1,1,7,1,1.00,2,2,4,2.67,3,Mechanical Turk,0,1980,36,2,0.50,1,0,0,0,0,0,,0.50,5,3,5.00,5.00,4,No political affiliation,1,0,Thank you for allowing me to participate.,If having a bias can be helped or if it's socially learned.,2
226,-0.5,0.5,0,1,0,0,7,7,7,1,7,5,3,7,6.33,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,1,1,7,1,1,1.00,5,7,4,7,4,7,5.80,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,6,6,6,6.00,3,paralegal,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,To see how people feel about implicit bias,2
227,-0.5,0.5,0,1,0,0,6,6,6,1,7,4,4,7,6.00,2,6,2,6,4,4,6,7,6,6,5.86,7,4,7,6,4,5.60,4,5,3,4.00,4,3,2,6,3,4.00,6,5,5,5,5,4,4.80,6,3,5,6,6,6,5.80,2,2,2,4,4,2.50,6,5,6,5.67,3,accountant,0,1984,32,2,0.50,0,1,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,NA,our bias against others.,2
228,-0.5,0.5,0,1,0,0,6,5,5,2,6,4,4,6,5.33,5,3,5,3,5,3,6,7,6,7,5.00,7,6,7,7,6,6.60,4,4,2,3.33,5,5,3,5,5,5.00,6,4,4,6,5,4,4.60,6,2,6,5,5,5,5.40,5,3,6,5,3,4.25,6,6,6,6.00,3,Data Analyst,0,1980,36,1,-0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,3,,1,0,Nope,To understand the relationship between individuals characteristics and their views of implicit and non-implicit biases.,1
229,-0.5,0.5,0,1,0,0,3,5,6,1,7,3,5,5,5.17,5,3,4,4,3,5,5,6,5,6,4.86,7,6,7,6,6,6.40,4,6,6,5.33,6,6,2,6,6,6.00,5,6,6,5,6,5,5.60,6,4,4,6,5,6,5.40,5,2,2,6,2,2.75,5,6,6,5.67,3,project coordinator,0,1982,34,1,-0.50,0,0,0,1,0,0,,0.50,2,6,2.00,2.00,1,,1,0,thank you,how people see others,1
230,-0.5,0.5,0,1,0,0,5,6,6,3,5,3,5,5,5.33,3,5,3,5,5,3,6,6,6,6,5.29,6,6,6,5,6,5.80,3,5,4,4.00,5,5,3,5,3,4.50,5,7,6,6,6,5,6.00,5,3,5,5,5,6,5.20,3,3,3,5,3,3.00,2,6,6,4.67,3,Event Manager,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,Whether people think implicit bias is real and if they think it affects there daily thinking or thought process.,3
231,-0.5,0.5,0,1,0,0,5,5,6,4,4,6,2,4,4.33,5,3,4,4,5,3,4,6,5,5,4.29,5,5,5,4,4,4.60,3,4,4,3.67,4,5,5,3,5,4.25,5,7,5,4,5,5,5.20,4,6,2,4,5,4,3.80,5,5,4,4,4,4.50,6,6,5,5.67,3,System administrator,0,1990,26,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,Thanks,See how people judge bias,3
232,-0.5,0.5,0,1,0,0,5,4,6,4,4,5,3,5,4.50,4,4,4,4,5,3,4,4,4,5,4.00,5,4,4,4,4,4.20,4,5,5,4.67,5,5,5,3,5,4.50,5,4,5,4,4,5,4.40,4,5,3,5,5,5,4.40,5,4,5,6,2,4.00,4,3,3,3.33,3,Self Employed,0,1992,24,1,-0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,,,2
233,-0.5,0.5,0,1,0,0,7,7,7,1,7,2,6,6,6.67,2,6,1,7,2,6,7,7,7,7,6.71,6,7,5,6,7,6.20,7,7,6,6.67,6,6,2,6,6,6.00,6,3,2,2,3,3,2.60,6,2,6,5,6,5,5.60,6,1,2,4,4,3.25,5,6,7,6.00,3,underwriter,0,1985,31,2,0.50,1,0,0,0,0,0,,0.50,1,6,2.00,1.50,1,,1,0,no,bias,2
234,-0.5,0.5,0,1,0,0,6,7,7,1,7,2,6,7,6.67,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,3,3,3,5,3,3.50,5,7,7,7,7,3,6.20,6,1,7,6,7,6,6.40,4,5,4,5,3,4.00,6,6,6,6.00,3,PURCHASING AGENT,0,1981,35,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,,How implicit bias affects peoples every day lives.,2
235,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,6,6.00,2,6,2,6,6,2,6,6,6,6,5.43,6,2,6,6,6,5.20,5,6,6,5.67,5,5,2,6,5,5.25,5,5,5,6,6,5,5.40,6,3,5,5,6,5,5.40,5,6,5,2,6,5.50,6,6,7,6.33,3,surgery scheduler,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,no,biases,2
236,-0.5,0.5,0,1,0,0,5,6,6,3,5,3,5,7,5.67,3,5,3,5,3,5,5,5,5,5,5.00,6,5,6,5,6,5.60,4,7,5,5.33,5,5,3,5,5,5.00,3,6,5,6,5,4,5.20,7,2,6,6,5,1,5.00,3,3,3,5,3,3.00,5,5,5,5.00,3,part time accounting,0,1972,44,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,no,i dont know,2
237,-0.5,0.5,0,1,0,0,5,6,6,2,6,3,5,5,5.50,3,5,2,6,3,5,5,6,6,6,5.57,6,6,6,5,6,5.80,5,4,4,4.33,3,5,5,3,4,3.75,5,6,5,5,5,4,5.00,6,3,5,6,6,6,5.80,5,4,5,3,5,4.75,4,5,5,4.67,3,Researcher,0,1993,23,2,0.50,0,0,0,1,0,0,,0.50,3,6,2.00,2.50,1,,1,0,None,To understand medical terminology.,2
238,-0.5,0.5,0,1,0,0,6,5,6,2,6,4,4,6,5.50,5,3,5,3,5,3,6,5,6,6,4.57,6,5,7,6,6,6.00,4,6,6,5.33,4,5,3,5,4,4.50,3,5,6,6,6,5,5.60,6,3,5,6,6,5,5.60,5,5,5,3,5,5.00,4,5,5,4.67,3,Manager,0,1971,45,2,0.50,0,0,1,0,0,0,,-0.50,4,5,3.00,3.50,3,,1,0,"Thank you, I enjoyed participating!",I think the purpose of this study was to measure bias.,3
239,-0.5,0.5,0,1,0,0,7,7,7,1,7,4,4,7,6.50,4,4,3,5,3,5,7,6,6,6,5.57,7,7,7,7,7,7.00,7,7,7,7.00,2,4,6,2,5,3.25,2,6,6,6,6,1,5.00,7,1,7,6,4,6,6.00,2,2,2,6,2,2.00,6,6,6,6.00,3,Self-employed,0,1985,31,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,,,2
240,-0.5,0.5,0,1,0,0,6,6,6,3,5,6,2,4,4.83,6,2,4,4,5,3,5,5,5,6,4.29,5,6,5,6,6,5.60,5,7,5,5.67,4,6,4,4,5,4.75,5,5,6,5,5,5,5.20,5,3,5,5,5,6,5.20,5,6,4,4,4,4.75,7,7,7,7.00,3,Software,0,1995,21,1,-0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,1,,1,0,All questions were clear and understandable.,To get people's opinions on a select article.,2
241,-0.5,0.5,0,1,0,0,5,6,6,3,5,3,5,6,5.50,5,3,4,4,4,4,5,6,5,6,4.71,6,6,5,6,4,5.40,4,6,4,4.67,5,5,3,5,4,4.75,5,5,5,6,6,5,5.40,4,5,3,4,4,4,3.80,5,3,5,4,4,4.25,2,2,4,2.67,1,unemployed/disabled,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,,opinions about biases,2
242,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,6,6.00,2,6,2,6,6,2,5,5,5,6,5.00,6,6,6,4,6,5.60,4,5,3,4.00,2,2,6,2,2,2.00,4,2,2,2,2,2,2.00,6,2,6,6,6,6,6.00,2,2,2,6,2,2.00,6,6,3,5.00,3,associate professor,0,1953,63,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,3,,1,0,,To collect data,2
243,-0.5,0.5,0,1,0,0,4,6,4,4,4,2,6,6,5.00,2,6,2,6,4,4,6,6,5,6,5.57,6,6,6,5,6,5.80,4,4,5,4.33,6,6,3,5,6,5.75,4,1,2,1,1,1,1.20,5,1,7,5,5,5,5.40,6,6,6,2,6,6.00,7,7,7,7.00,3,student,0,1997,19,2,0.50,1,0,0,0,0,0,,0.50,1,7,1.00,1.00,3,,1,0,na,na,1
244,-0.5,0.5,0,1,0,0,6,6,6,2,6,5,3,5,5.33,2,6,3,5,3,5,7,6,7,6,6.00,5,5,5,3,3,4.20,6,6,6,6.00,5,5,3,5,3,4.50,5,5,3,3,3,5,3.80,6,2,6,5,6,5,5.60,5,3,5,4,4,4.25,5,5,5,5.00,3,Cook,0,1998,18,2,0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,To see how aware people are of their biases,2
245,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,6,6.00,2,6,2,6,5,3,5,6,6,6,5.43,5,5,6,5,5,5.20,6,6,6,6.00,6,5,2,6,5,5.50,5,3,3,3,3,3,3.00,5,5,3,5,3,5,4.20,3,3,3,3,5,3.50,5,5,5,5.00,3,police dispatch,0,1983,33,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,3,,1,0,,,2
246,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,6,6.00,2,6,2,6,2,6,6,6,6,6,6.00,6,6,6,6,6,6.00,6,6,6,6.00,3,5,3,5,5,4.50,5,3,3,2,3,2,2.60,6,2,6,6,6,6,6.00,2,2,2,2,6,3.00,6,6,6,6.00,3,unemployed,0,1985,31,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,no,not sure,2
247,-0.5,0.5,0,1,0,0,7,7,7,1,7,6,2,7,6.17,7,1,7,1,7,1,7,7,7,6,4.29,7,7,7,7,7,7.00,3,3,3,3.00,5,5,1,7,5,5.50,6,6,6,7,6,5,6.00,6,3,5,6,7,6,6.00,6,5,5,2,6,5.50,6,6,6,6.00,3,Manager,0,1962,54,2,0.50,0,0,0,1,0,0,,0.50,1,7,1.00,1.00,1,,1,0,No,Concerning medical bias,2
248,-0.5,0.5,0,1,0,0,5,6,6,5,3,2,6,4,5.00,2,6,2,6,2,6,6,6,5,6,5.86,6,6,5,4,5,5.20,5,5,5,5.00,2,2,7,1,2,1.75,4,5,4,4,4,6,4.60,6,5,3,5,6,6,5.20,2,2,2,4,4,2.50,5,5,5,5.00,3,it,0,1984,32,2,0.50,1,0,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,,,2
249,-0.5,0.5,0,1,0,0,6,6,5,5,3,5,3,7,5.00,6,2,5,3,6,2,5,6,6,7,4.43,6,6,5,6,4,5.40,4,5,5,4.67,5,5,5,3,6,4.75,5,5,4,3,4,4,4.00,6,2,6,4,6,6,5.60,4,4,5,3,5,4.50,6,6,5,5.67,3,Irrigation Repair Tech,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,5,4,4.00,4.50,2,,1,0,Have a great day,See what we think about doctors being biased,2
250,-0.5,0.5,0,1,0,0,7,7,7,2,6,3,5,7,6.50,5,3,5,3,5,3,7,7,7,7,5.29,7,7,7,7,4,6.40,7,7,7,7.00,7,7,7,1,7,5.50,7,7,7,7,7,7,7.00,7,7,1,7,7,7,5.80,7,7,7,7,1,5.50,7,7,7,7.00,3,self-employed,0,1956,60,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,2,,1,0,None,To study intrinsic bias in the medical profession.,2
251,-0.5,0.5,0,1,0,0,6,6,6,2,6,3,5,6,5.83,3,5,3,5,3,5,6,6,6,6,5.57,6,6,6,6,6,6.00,6,6,6,6.00,5,5,4,4,5,4.75,5,6,6,6,6,6,6.00,6,2,6,6,6,6,6.00,5,4,5,4,4,4.50,5,5,6,5.33,1,Musician,0,1982,34,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,Interesting study!,Perceptions of bias.,3
252,-0.5,0.5,0,1,0,0,7,7,7,2,6,3,5,7,6.50,5,3,3,5,7,1,5,5,3,5,3.86,7,7,6,1,1,4.40,6,7,6,6.33,1,1,2,6,1,2.25,2,1,1,1,1,1,1.00,1,2,6,1,5,1,2.80,5,1,1,7,1,2.00,2,1,4,2.33,4,clerk,0,1975,41,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,3,,1,0,"It was fine, thank you.","I don't know, but if I had to guess, it would be to see how different demographic groups perceive bias in medicine.",2
253,-0.5,0.5,0,1,0,0,2,2,4,4,4,6,2,2,2.67,4,4,5,3,5,3,2,5,5,5,3.86,6,5,6,2,3,4.40,1,3,4,2.67,4,4,6,2,4,3.50,5,2,3,5,3,3,3.20,5,2,6,6,4,6,5.40,4,4,6,4,4,4.50,5,5,5,5.00,3,Law Enforcement,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,2,,1,0,,No Idea,3
254,-0.5,0.5,0,1,0,0,3,5,5,4,4,2,6,3,4.33,4,4,6,2,5,3,4,4,5,5,3.86,3,4,5,3,5,4.00,7,5,5,5.67,5,3,4,4,6,4.50,5,5,5,3,5,3,4.20,5,3,5,6,6,4,5.20,5,4,5,5,3,4.25,4,5,6,5.00,3,Instructor,0,1979,37,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,2,,1,0,None,I don't have an idea,2
255,-0.5,0.5,0,1,0,0,4,5,5,3,5,3,5,4,4.67,7,1,4,4,7,1,5,5,5,5,3.71,6,4,6,4,4,4.80,6,4,4,4.67,6,6,2,6,6,6.00,6,2,2,4,2,2,2.40,6,4,4,6,5,5,5.20,6,5,5,3,5,5.25,6,6,2,4.67,3,martial arts instructor,0,1979,37,1,-0.50,0,0,1,1,0,0,,0.50,1,7,1.00,1.00,3,,1,0,,"To collect data about self-perception, as it pertains to implicit bias.",2
256,-0.5,0.5,0,1,0,0,6,7,6,1,7,4,4,7,6.17,3,5,2,6,4,4,6,7,6,6,5.71,5,7,6,4,5,5.40,3,4,3,3.33,5,5,3,5,5,5.00,4,5,4,5,4,4,4.40,6,2,6,6,6,5,5.80,4,2,3,3,5,3.50,5,4,3,4.00,3,construction,0,1971,45,1,-0.50,1,0,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,no comments,some peoples opinion based on information reviewed.,2
257,-0.5,0.5,0,1,0,0,7,7,7,1,7,6,2,7,6.17,5,3,6,2,5,3,7,7,7,7,5.14,7,7,4,7,7,6.40,7,7,7,7.00,5,4,4,4,5,4.50,3,5,3,4,6,5,4.60,6,2,6,7,6,6,6.20,5,3,5,4,4,4.25,1,1,4,2.00,4,IT,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,5,1,7.00,6.00,3,,1,0,Doctors need to do what they need to make sure older people get correct treatment this bias stuff pisses me off (sorry for bad language) but it does.,To see what people think about doctors being bias,2
258,-0.5,0.5,0,1,0,0,5,6,7,2,6,2,6,7,6.17,5,3,3,5,2,6,7,7,7,7,6.00,6,6,6,6,6,6.00,5,6,6,5.67,3,3,5,3,3,3.00,5,3,5,7,5,3,4.60,7,2,6,7,7,7,6.80,3,3,3,3,5,3.50,3,3,4,3.33,4,Homemaker,0,1992,24,2,0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,4,None,1,0,I would have thought attitudes would be more positive towards elderly. I was raised to respect your elders.,Not sure,2
259,-0.5,0.5,0,1,0,0,7,7,7,1,7,1,7,7,7.00,1,7,1,7,5,3,7,7,7,7,6.43,7,7,7,7,6,6.80,6,7,5,6.00,3,2,7,1,1,1.75,5,4,4,7,1,1,3.40,7,1,7,7,7,7,7.00,4,2,2,2,6,3.50,4,2,5,3.67,3,Visual Designer,0,1987,29,2,0.50,1,0,0,0,0,0,,0.50,1,6,2.00,1.50,1,,1,0,,,2
260,-0.5,0.5,0,1,0,0,5,6,6,3,5,2,6,6,5.67,2,6,2,6,2,6,6,6,6,6,6.00,6,6,6,5,6,5.80,6,6,6,6.00,5,5,4,4,4,4.50,6,5,4,4,4,5,4.40,5,6,2,3,3,2,3.00,5,6,4,4,4,4.75,4,4,4,4.00,4,IT Sales,0,1992,24,1,-0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,,Understand our perceptions of ageism among doctors.,2
261,-0.5,0.5,0,1,0,0,5,6,6,1,7,1,7,7,6.33,2,6,1,7,1,7,7,6,6,7,6.57,6,4,7,2,6,5.00,1,5,1,2.33,4,6,4,4,4,4.50,3,4,4,1,1,1,2.20,2,4,4,4,2,4,3.20,4,1,1,7,1,1.75,7,7,6,6.67,3,Accountant,0,1988,28,1,-0.50,0,0,1,0,0,0,,-0.50,1,1,7.00,4.00,3,,1,0,,racial tendencies,2
262,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,7,6.17,2,6,2,6,5,3,6,6,6,6,5.57,7,7,7,6,6,6.60,5,6,6,5.67,1,1,7,1,1,1.00,4,5,5,6,5,3,4.80,6,2,6,6,6,6,6.00,1,1,1,7,1,1.00,6,6,6,6.00,3,Machinist,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,1,5,3.00,2.00,1,,1,0,,Implicit bias,2
263,-0.5,0.5,0,1,0,0,6,6,4,4,4,1,7,7,5.67,6,2,6,2,6,2,7,7,7,6,4.71,5,4,4,2,6,4.20,7,6,4,5.67,6,5,6,2,2,3.75,5,5,7,4,7,5,5.60,6,4,4,7,7,7,6.20,5,6,5,2,6,5.50,5,5,7,5.67,3,Accountant,0,1982,34,1,-0.50,0,1,0,0,0,0,,0.50,4,5,3.00,3.50,3,,1,0,,,2
264,-0.5,0.5,0,1,0,0,1,7,2,3,5,6,2,7,4.00,4,4,4,4,6,2,7,7,5,6,5.00,5,6,4,6,6,5.40,4,5,5,4.67,1,1,1,7,2,2.75,4,1,1,2,1,1,1.20,1,1,7,1,1,1,2.20,1,1,2,1,7,2.75,1,2,1,1.33,4,Self Employed,0,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,,0.50,4,4,4.00,4.00,4,,1,0,,,2
265,-0.5,0.5,0,1,0,0,4,6,6,3,5,5,3,6,5.00,5,3,5,3,5,3,7,7,7,7,5.29,6,5,5,5,6,5.40,5,7,6,6.00,6,6,3,5,5,5.50,5,6,6,7,5,5,5.80,7,1,7,7,7,7,7.00,6,7,7,1,7,6.75,6,5,7,6.00,3,Prospect researcher,0,1981,35,2,0.50,0,0,1,0,0,0,,-0.50,2,7,1.00,1.50,1,,1,0,Very interesting.,To gauge how people's knowledge of and acknowledgment of the existence of implicit bias impacts their opinion of bias displayed by others.,2
266,-0.5,0.5,0,1,0,0,6,6,7,1,7,2,6,5,6.17,2,6,1,7,1,7,7,7,7,7,6.86,7,6,7,6,7,6.60,6,6,5,5.67,6,6,3,5,6,5.75,5,7,6,7,6,6,6.40,6,2,6,7,6,5,6.00,7,7,7,1,7,7.00,3,3,5,3.67,3,pharmacy technician,0,1990,26,2,0.50,0,0,0,1,0,0,,0.50,5,3,5.00,5.00,2,,1,0,no comments right now,implicit bias of the elderly in doctors,2
267,-0.5,0.5,0,1,0,0,5,5,5,3,5,5,3,5,4.67,4,4,3,5,3,5,4,5,4,5,4.57,5,5,6,3,4,4.60,5,3,4,4.00,5,4,5,3,3,3.75,2,5,2,3,4,4,3.60,2,6,2,4,3,3,2.80,1,2,4,5,3,2.50,5,5,4,4.67,3,Engineer,0,1986,30,1,-0.50,0,0,1,1,0,0,,0.50,3,5,3.00,3.00,3,,1,0,None,Bias,2
268,-0.5,0.5,0,1,0,0,6,6,6,2,6,2,6,6,6.00,5,3,5,3,5,3,7,7,7,7,5.29,7,7,6,7,7,6.80,6,7,6,6.33,5,5,3,5,5,5.00,4,4,2,2,2,2,2.40,6,4,4,6,6,6,5.60,5,2,5,5,3,3.75,5,6,6,5.67,3,Pet Stylist,0,1966,50,2,0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,no,unsure,2
269,-0.5,0.5,0,1,0,0,5,6,6,2,6,5,3,6,5.33,5,3,6,2,6,2,7,7,7,7,5.00,7,7,7,6,6,6.60,4,5,2,3.67,5,6,2,6,5,5.50,6,5,5,5,5,4,4.80,5,4,4,4,3,4,4.00,6,3,5,3,5,4.75,6,6,7,6.33,3,Communications Assistant,0,1971,45,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,no,unsure,2
270,-0.5,0.5,0,1,0,0,3,5,5,4,4,5,3,5,4.17,6,2,5,3,5,3,5,5,4,5,3.86,5,5,6,5,5,5.20,5,6,6,5.67,5,5,3,5,4,4.75,5,5,5,6,5,5,5.20,5,3,5,5,5,6,5.20,4,5,5,4,4,4.50,5,5,5,5.00,3,Retail,0,1978,38,2,0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,2,,1,0,,Looking at bias behavior,2
271,-0.5,0.5,0,1,0,0,7,7,7,7,1,1,7,7,6.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,3,6.20,7,7,7,7.00,5,5,3,5,4,4.75,7,1,3,7,1,5,3.40,7,2,6,7,6,7,6.60,5,5,6,6,2,4.50,7,7,7,7.00,3,tutor,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,no idea,2
272,-0.5,0.5,0,1,0,0,5,7,7,2,6,1,7,7,6.50,5,3,5,3,6,2,7,7,6,7,5.00,6,6,7,5,3,5.40,5,7,5,5.67,5,6,3,5,5,5.25,5,5,2,3,3,3,3.20,6,2,6,6,6,5,5.80,5,3,6,2,6,5.00,6,6,7,6.33,3,Wholesale Food Sales,0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,3,,1,0,It seemed succinct and well assembled.,Perception of bias.,2
273,-0.5,0.5,0,1,0,0,4,4,4,4,4,4,4,4,4.00,4,4,4,4,4,4,4,4,4,4,4.00,4,4,4,4,4,4.00,4,4,4,4.00,4,4,3,5,4,4.25,4,4,4,4,4,4,4.00,4,4,4,4,4,4,4.00,4,4,4,4,4,4.00,4,4,4,4.00,3,IT Guy,0,1980,36,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,2,,1,0,No,To examine my thoughts on ageism.,2
274,-0.5,0.5,0,1,0,0,4,6,6,2,6,4,4,6,5.33,5,3,5,3,5,3,7,7,7,7,5.29,5,4,6,4,5,4.80,5,6,5,5.33,5,6,5,3,6,5.00,6,7,6,6,6,5,6.00,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,7,7,7,7.00,3,Actor,0,25,25,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,,To see how we view bias,2
275,-0.5,0.5,0,1,0,0,7,7,7,1,7,2,6,7,6.83,3,5,1,7,1,7,7,7,7,7,6.71,7,7,7,6,7,6.80,4,7,5,5.33,3,4,4,4,3,3.50,5,2,1,1,1,1,1.20,7,1,7,7,7,6,6.80,4,1,5,3,5,3.75,6,6,7,6.33,3,Assistant Photographer,0,1987,29,2,0.50,0,0,0,1,0,0,,0.50,1,5,3.00,2.00,3,,1,0,None,To understand how much bias (unconscious or otherwise) I have and how it projects unto others.,2
276,-0.5,0.5,0,1,0,0,4,6,7,3,5,2,6,2,5.00,5,3,5,3,5,3,6,6,6,6,4.71,4,3,6,4,4,4.20,4,4,4,4.00,4,3,3,5,2,3.50,2,2,5,5,2,2,3.20,7,2,6,7,5,6,6.20,3,4,3,6,2,3.00,5,5,6,5.33,3,Home health care,1,1958,58,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,3,,1,0,no,Racial bias,3
277,-0.5,0.5,0,1,0,0,5,6,6,1,7,4,4,7,5.83,4,4,3,5,3,5,6,6,6,7,5.57,4,6,4,4,4,4.40,4,6,5,5.00,4,5,2,6,5,5.00,4,3,4,3,4,4,3.60,6,4,4,6,4,6,5.20,3,5,5,2,6,4.75,2,2,4,2.67,4,IT,0,1986,30,1,-0.50,1,1,1,0,0,0,,0.50,3,3,5.00,4.00,3,,1,0,"None, thanks.",Biases and stereotypes between groups of people.,2
