Pnum,Condition,IBArticle,EBArticle,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,ArtCheck1,ArtCheck2,BiasDef,Job,MedicalProf,GunOwn,MarijuanaUse,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,Exclude,Suspicion,Feedback,Hype,Prev
243,0.5,1,0,5,6,6,3,5,2,6,6,5.67,2,6,2,6,6,2,6,6,3,4.83,6,6,6,3,6,5.4,3,5,5,4.33,2,3,4,4,3,3,5,2,1,1,1,2,1.4,6,3,5,6,5,6,5.6,5,2,2,5,3,3,6,6,6,6,3,3,3,Manager,0,1,2,37,2,0.5,1,0,0,0,0,0,,0.5,5,3,5,5,1,,1,0,no,To determine how one feels about implicit bias,2
244,0.5,1,0,7,7,7,1,7,4,4,7,6.5,1,7,1,7,1,7,7,7,7,7,7,7,7,4,4,5.8,7,7,7,7,4,5,4,4,4,4.25,5,5,5,5,5,5,5,5,5,3,5,5,5,4.6,1,2,2,1,7,3,4,5,5,4.67,3,3,3,sales,0,1,2,40,1,-0.5,0,0,1,0,0,0,,-0.5,5,2,6,5.5,2,,1,0,,,2
245,0.5,1,0,3,6,7,3,5,5,3,7,5.17,5,3,4,4,5,3,7,7,7,5.17,5,4,6,4,1,4,1,6,6,4.33,5,5,4,4,7,5.25,7,6,6,6,6,6,6,7,1,7,7,7,7,7,5,5,7,1,7,6,7,7,7,7,3,3,3,budget analyst,0,2,1,29,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,3,,1,0,None.,Examine opinions of political implicit bias.,2
246,0.5,1,0,5,6,4,5,3,5,3,4,4.17,6,2,5,3,5,3,5,5,5,3.83,2,4,3,4,4,3.4,4,5,5,4.67,5,6,5,3,6,5,5,6,6,5,4,6,5.4,6,5,3,6,5,5,5,5,6,7,6,2,5,6,5,5,5.33,3,3,3,Financial Analyst,0,2,2,23,2,0.5,0,0,1,0,0,0,,-0.5,6,3,5,5.5,2,,1,0,n/a,To study about implicit bias.,2
247,0.5,1,0,6,6,6,4,4,2,6,6,5.67,3,5,3,5,3,5,6,6,6,5.5,6,6,5,6,6,5.8,4,6,4,4.67,2,5,6,2,2,2.75,5,2,4,4,2,2,2.8,6,3,5,6,6,6,5.8,2,2,2,6,2,2,5,5,6,5.33,3,3,3,stagehand,0,2,2,39,1,-0.5,0,0,1,0,0,0,,-0.5,5,5,3,4,3,,1,0,na,opinions on bias,2
248,0.5,1,0,5,6,7,2,6,3,5,6,5.83,2,6,2,6,6,2,7,6,3,5,7,7,7,6,6,6.6,5,7,3,5,5,2,6,2,1,2.5,1,2,6,6,6,2,4.4,7,1,7,7,7,7,7,3,2,2,3,5,3,6,6,7,6.33,2,3,3,Paralegal,0,2,2,42,2,0.5,0,1,1,0,1,0,,0.5,2,6,2,2,1,,1,0,,I have no idea what the purpose of the study was.,2
249,0.5,1,0,1,2,2,6,2,3,5,4,2.67,6,2,6,2,6,2,2,2,2,2,5,1,5,1,1,2.6,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7,1,6,6,1,7,5,6,7,6,6.33,3,3,3,Technician,0,2,2,36,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,,To evaluate how people view themselves after reading about implicit bias.,3
250,0.5,1,0,2,5,4,6,2,5,3,5,3.5,6,2,5,3,5,3,5,5,5,3.83,4,4,6,4,4,4.4,3,5,4,4,5,4,3,5,5,4.75,3,6,6,6,5,5,5.6,6,2,6,6,6,6,6,5,5,3,3,5,4.5,5,5,5,5,1,3,3,maintanence technician,0,2,2,32,1,-0.5,0,0,1,0,0,0,,-0.5,4,3,5,4.5,4,libertarian,1,0,Seems to show that doctors are human and I am not sure that can be fixed.,Understand how implicit biases effect decisions.,2
251,0.5,1,0,3,5,5,1,7,4,4,6,5,5,3,4,4,5,3,5,4,5,4,5,5,4,1,4,3.8,2,2,2,2,6,6,1,7,6,6.25,1,1,5,1,4,2,2.6,3,6,2,2,1,2,2,4,1,1,7,1,1.75,5,7,7,6.33,1,3,3,LINEMAN,0,1,3,51,1,-0.5,0,0,1,0,0,0,,-0.5,4,4,4,4,1,,1,0,,TO STUDY BIAS BASED ON POLITICAL VIEWS,2
252,0.5,1,0,5,6,6,2,6,2,6,6,5.83,4,4,4,4,4,4,6,4,6,4.67,6,6,6,6,6,6,4,3,3,3.33,2,2,6,2,2,2,2,2,2,2,2,2,2,6,2,6,6,6,6,6,2,2,3,6,2,2.25,5,6,6,5.67,3,3,3,pharmacy technician,0,2,2,30,2,0.5,0,1,0,0,0,0,,0.5,3,5,3,3,1,,1,0,I do not have anything else to add,I think this is about how people perceive implicit biases coming from professionals,2
253,0.5,1,0,4,5,5,4,4,3,5,6,4.83,5,3,5,3,5,3,6,6,6,4.5,6,5,7,5,4,5.4,5,5,4,4.67,5,5,3,5,5,5,5,3,2,4,2,2,2.6,6,1,7,6,6,6,6.2,5,5,5,2,6,5.25,6,6,7,6.33,3,3,3,Data Center Support,0,2,2,54,1,-0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,No,thoughts about bias,2
254,0.5,1,0,3,6,6,5,3,5,3,6,4.5,5,3,5,3,7,1,4,5,4,3.33,5,5,5,6,1,4.4,4,6,5,5,5,5,4,4,3,4.25,5,2,1,5,1,1,2,7,1,7,7,7,7,7,3,2,3,5,3,2.75,6,6,6,6,3,3,3,High school history teacher,0,2,1,32,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,3,,1,0,no,To get our view on implicit bias.,2
255,0.5,1,0,7,7,7,1,7,1,7,7,7,1,7,7,1,7,1,7,7,7,5,7,7,7,3,7,6.2,2,5,2,3,5,6,5,3,3,4.25,1,1,1,1,1,1,1,7,1,7,7,7,7,7,5,1,1,3,5,3,7,7,7,7,3,3,3,maintenance / machinist,0,2,2,48,1,-0.5,1,0,0,0,0,0,,0.5,1,7,1,1,1,,1,0,"It was an excellent survey. I never really thought about it before. I have had some experiences with doctors and lawyers in the past and looking back now, I do believe that I have experienced it before on a few occasions.",To get peoples thoughts and opinions about implicit bias. Basically meaning do they know what it is ? Do they believe in it ? Do they feel that they have experienced it ?,2
256,0.5,1,0,5,5,7,1,7,1,7,7,6.33,3,5,1,7,1,7,7,5,7,6.33,7,5,6,2,3,4.6,7,7,7,7,3,1,6,2,3,2.25,1,1,1,2,3,1,1.6,6,1,7,6,7,1,5.4,4,1,1,7,1,1.75,7,6,7,6.67,3,3,3,CPA,0,2,2,40,2,0.5,1,0,0,0,0,0,,0.5,1,7,1,1,1,,1,0,no,perception of implicit biases,2
257,0.5,1,0,5,7,7,1,7,4,4,7,6.17,3,5,2,6,5,3,7,7,7,5.83,7,7,7,7,7,7,4,5,5,4.67,5,5,4,4,5,4.75,6,6,4,5,7,4,5.2,6,3,5,6,5,6,5.6,5,5,5,3,5,5,7,7,7,7,3,3,3,Kitchen Manager,0,2,1,25,1,-0.5,0,0,1,1,0,0,,0.5,1,7,1,1,1,,1,0,"Thought provoking stuff, I don't trust my primary care physician because i told him i smoke marijuana and i feel like now he wont prescribe me what i feel i need and so in return i smoke more marijuana","To find a way to accurately predict implicit bias and to find a way that we can combat it, in order to provide a healthier future and give patients some comfort in their doctors",1
258,0.5,1,0,7,7,7,2,6,5,3,7,6.17,1,7,1,7,1,7,7,7,7,7,7,6,7,6,5,6.2,5,7,7,6.33,3,3,6,2,3,2.75,2,4,4,7,4,4,4.6,6,1,7,7,7,7,6.8,3,4,4,5,3,3.5,6,6,6,6,3,3,3,Office Worker,0,1,2,32,1,-0.5,0,0,1,0,0,0,,-0.5,6,2,6,6,2,,1,0,None,Bias and discrimination,2
259,0.5,1,0,5,4,5,3,5,5,3,4,4.33,5,3,5,3,5,3,4,5,4,3.67,5,5,6,5,4,5,5,5,5,5,5,4,5,3,5,4.25,5,5,5,6,5,5,5.2,5,6,2,6,5,4,4.4,4,5,5,4,4,4.5,5,4,5,4.67,3,3,3,purchasing,0,2,2,30,2,0.5,0,1,0,0,0,0,,0.5,4,4,4,4,1,,1,0,,my opinion,2
260,0.5,1,0,5,6,6,3,5,2,6,7,5.83,3,5,5,3,5,3,6,7,6,5,6,6,6,5,6,5.8,6,5,5,5.33,6,6,4,4,6,5.5,3,3,3,3,3,3,3,6,5,3,6,5,6,5.2,5,2,3,5,3,3.25,5,6,6,5.67,3,3,3,Research assistant,0,2,2,37,2,0.5,0,1,0,0,0,0,,0.5,2,6,2,2,1,,1,0,No,How one feels about implicit bias when one is asked about it,2
261,0.5,1,0,5,3,3,4,4,3,5,4,4,4,4,3,5,4,4,5,4,5,4.5,4,4,5,4,3,4,4,3,5,4,5,5,5,3,4,4.25,5,4,5,5,4,4,4.4,4,3,5,3,3,5,4,4,4,5,4,4,4.25,5,3,4,4,3,3,3,software engineer,0,2,2,23,1,-0.5,0,0,1,0,0,0,,-0.5,2,5,3,2.5,1,,1,0,,I'm not sure,2
262,0.5,1,0,6,5,6,3,5,5,3,7,5.33,6,2,5,3,5,3,6,6,6,4.33,6,2,5,2,5,4,2,4,2,2.67,6,7,2,6,5,6,6,6,5,5,5,5,5.2,6,2,6,6,6,6,6,5,3,5,3,5,4.5,5,6,6,5.67,3,3,3,"Internet Marketer (Webmaster, eBay)",0,2,1,60,1,-0.5,0,0,1,0,0,0,,-0.5,2,5,3,2.5,4,Green,1,0,No,To see if marijuana users (or nonusers) are more in favor of harsher attitudes (or not) towards doctors with implicit political bias.,2
263,0.5,1,0,3,5,5,3,5,2,6,6,5,5,3,5,3,5,3,6,5,5,4.17,6,5,6,2,2,4.2,2,3,2,2.33,3,2,2,6,5,4,6,2,5,5,6,2,4,6,2,6,6,6,6,6,4,5,6,3,5,5,5,6,6,5.67,3,3,3,customer service,0,2,2,47,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,,,2
264,0.5,1,0,6,6,7,2,6,1,7,6,6.33,1,7,3,5,3,5,7,6,7,6.17,2,4,2,5,5,3.6,4,7,7,6,6,6,3,5,6,5.75,2,5,5,5,5,5,5,3,6,2,3,3,3,2.8,6,2,2,4,4,3.5,7,7,7,7,3,3,3,retail,0,1,2,32,1,-0.5,0,0,1,0,0,0,,-0.5,6,1,7,6.5,2,,1,0,no,whether we accept bias.,2
265,0.5,1,0,6,5,5,3,5,4,4,6,5.17,3,5,3,5,3,5,5,5,5,5,5,6,6,5,6,5.6,5,5,4,4.67,5,5,6,2,5,4.25,5,6,5,5,5,4,5,6,2,6,6,5,6,5.8,5,5,5,2,6,5.25,5,5,5,5,1,3,3,Certified Pharmacy Technician,0,1,2,34,2,0.5,0,0,1,0,0,0,,-0.5,5,4,4,4.5,1,,1,0,no,biases,2
266,0.5,1,0,2,7,6,2,6,3,5,6,5.33,5,3,5,3,5,3,5,5,5,4,7,7,7,7,7,7,5,7,7,6.33,7,1,2,6,5,4.75,5,7,2,2,1,2,2.8,2,1,7,7,7,6,5.8,2,2,2,7,1,1.75,3,5,5,4.33,3,3,3,window cleaner,0,2,1,24,1,-0.5,1,0,0,0,0,0,,0.5,1,5,3,2,3,,1,0,,"To see how people feel about bais doctors, and themselves",2
267,0.5,1,0,2,4,6,3,5,5,3,5,4.17,5,3,5,3,5,3,5,3,2,3.17,5,4,5,6,2,4.4,3,5,4,4,6,2,4,4,6,4.5,7,4,5,6,5,4,4.8,7,2,6,6,6,7,6.4,2,2,2,6,2,2,6,6,6,6,3,3,3,Graphic Designer,0,2,2,32,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,3,,1,0,"I think this would be a much larger problem if people were assigned a doctor without their choosing. Luckily, for most people, we have the opportunity to shop around for doctors, and can freely choose a different one if we feel like they aren't connecting with us on a personal level. Doctors are people first, just like everyone else, and if they don't have a compatible personality with their patients, then it isn't going to be the best experience for either person.",To see how people's own implicit bias compares to their interpretation of the significance of a similar bias in doctors.,2
268,0.5,1,0,5,6,7,3,5,2,6,5,5.67,2,6,3,5,6,2,6,5,2,4.33,6,3,5,3,5,4.4,1,4,4,3,6,5,3,5,3,4.75,6,3,2,5,3,2,3,7,1,7,7,7,7,7,5,5,4,3,5,4.75,5,6,6,5.67,3,3,3,Business Program Director,0,2,2,50,1,-0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,0,Thanks for the opportunity to participate and good luck with your research!,I think that the purpose was to understand how participants experience racial and/or gender bias in their day-to-day life and to understand how participants manage that bias when it occurs.,2
269,0.5,1,0,3,2,2,7,1,7,1,3,2,6,2,6,2,7,1,3,3,2,2.17,4,5,3,4,5,4.2,3,3,3,3,1,2,6,2,1,1.5,3,5,5,6,7,3,5.2,6,1,7,7,6,6,6.4,1,1,1,6,2,1.25,6,6,7,6.33,3,3,3,student,0,2,1,22,1,-0.5,1,0,0,0,0,0,,0.5,3,6,2,2.5,1,,1,0,,not sure,2
270,0.5,1,0,4,6,6,3,5,3,5,5,5.17,5,3,5,3,5,3,6,6,3,4,6,5,7,3,3,4.8,4,5,4,4.33,5,5,3,5,5,5,7,5,5,5,5,5,5,7,1,7,7,7,7,7,5,6,6,2,6,5.75,5,5,6,5.33,3,3,3,Optician,0,2,2,43,2,0.5,0,0,1,0,0,0,,-0.5,2,6,2,2,1,,1,1,"I am curious if that article was real, or fabricated for this study.",Bias about biases? Lol,2
271,0.5,1,0,6,7,6,1,7,4,4,7,6.17,1,7,4,4,4,4,7,6,7,5.83,7,7,6,7,7,6.8,7,7,7,7,4,4,6,2,4,3.5,5,2,2,5,2,1,2.4,7,4,4,7,5,7,6,1,1,2,4,4,2,7,7,4,6,3,3,3,mturk,0,2,2,35,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,,Seeing what political affiliations tend to match w/ given biases,2
272,0.5,1,0,4,6,5,3,5,2,6,5,5.17,3,5,3,5,5,3,6,6,4,4.83,6,5,5,5,5,5.2,5,5,4,4.67,5,3,5,3,5,4,5,5,5,6,5,5,5.2,7,2,6,7,7,7,6.8,2,2,2,3,5,2.75,7,7,7,7,3,3,3,cashier,0,2,2,19,1,-0.5,0,0,1,0,0,0,,-0.5,5,5,3,4,3,,1,0,n/a,To see how people feel about implicit bias and how big of an issue people feel it is,2
273,0.5,1,0,5,5,7,2,6,1,7,7,6.17,2,6,5,3,6,2,7,6,7,5.17,7,5,7,6,5,6,2,7,6,5,5,6,1,7,3,5.25,6,1,1,5,1,1,1.8,7,1,7,7,7,7,7,6,6,6,1,7,6.25,7,7,7,7,3,3,3,Retired Computer Programmer,0,2,2,63,1,-0.5,0,0,1,0,0,0,,-0.5,1,7,1,1,1,,1,0,"Interesting. Most will be cured if the classes are required. Although overworked very tired Doctors may ""revert to form""",investigate views on bias,2
